UNIPROT	KEGGID	ID	SYMBOL	GENE_DESCRIPTION
Q8N612	hsa:84067	84067	FAM160A2	 family with sequence similarity 160 member A2
Q8N653	hsa:8216	8216	LZTR1	 leucine zipper like transcription regulator 1
Q8N668	hsa:150684	150684	COMMD1	 copper metabolism domain containing 1
Q8N680	hsa:57621	57621	ZBTB2	 zinc finger and BTB domain containing 2
Q8N684	hsa:79869	79869	CPSF7	 cleavage and polyadenylation specific factor 7
Q8N6G5	hsa:55454	55454	CSGALNACT2	 chondroitin sulfate N-acetylgalactosaminyltransferase 2
Q8N6H7	hsa:84364	84364	ARFGAP2	 ADP ribosylation factor GTPase activating protein 2
Q8N6I1	hsa:163126	163126	EID2	 EP300 interacting inhibitor of differentiation 2
Q8N6L1	hsa:200185	200185	KRTCAP2	 keratinocyte associated protein 2
Q8N6M0	hsa:51633	51633	OTUD6B	 OTU domain containing 6B
Q8N6M3	hsa:128486	128486	FITM2	 fat storage inducing transmembrane protein 2
Q8N6N3	hsa:148423	148423	C1orf52	 chromosome 1 open reading frame 52
Q8N6N7	hsa:414149	414149	ACBD7	 acyl-CoA binding domain containing 7
Q8N6R0	hsa:51603	51603	METTL13	 methyltransferase like 13
Q8N6S5	hsa:151188	151188	ARL6IP6	 ADP ribosylation factor like GTPase 6 interacting protein 6
Q8N6T3	hsa:55738	55738	ARFGAP1	 ADP ribosylation factor GTPase activating protein 1
Q8N6T7	hsa:51548	51548	SIRT6	 sirtuin 6
Q8N766	hsa:23065	23065	EMC1	 ER membrane protein complex subunit 1
Q8N7H5	hsa:54623	54623	PAF1	" PAF1 homolog, Paf1/RNA polymerase II complex component"
Q8N7R7	hsa:151195	151195	CCNYL1	 cyclin Y like 1
Q8N806	hsa:55148	55148	UBR7	 ubiquitin protein ligase E3 component n-recognin 7 (putative)
Q8N884	hsa:115004	115004	MB21D1	 Mab-21 domain containing 1
Q8N8A2	hsa:91526	91526	ANKRD44	 ankyrin repeat domain 44
Q8N8A6	hsa:317781	317781	DDX51	 DEAD-box helicase 51
Q8N8D1	hsa:10081	10081	PDCD7	 programmed cell death 7
Q8N8E3	hsa:201134	201134	CEP112	 centrosomal protein 112
Q8N8J7	hsa:132720	132720	FAM241A	 family with sequence similarity 241 member A
Q8N8N7	hsa:145482	145482	PTGR2	 prostaglandin reductase 2
Q8N8Q9	hsa:81614	81614	NIPA2	 non imprinted in Prader-Willi/Angelman syndrome 2
Q8N8R3	hsa:123096	123096	SLC25A29	 solute carrier family 25 member 29
Q8N8R5	hsa:205327	205327	C2orf69	 chromosome 2 open reading frame 69
Q8N8R7	hsa:120534	120534	ARL14EP	 ADP ribosylation factor like GTPase 14 effector protein
Q8N8S7	hsa:55740	55740	ENAH	" ENAH, actin regulator"
Q8N8U2	hsa:124359	124359	CDYL2	 chromodomain Y like 2
Q8N954	hsa:253635	253635	GPATCH11	 G-patch domain containing 11
Q8N960	hsa:153241	153241	CEP120	 centrosomal protein 120
Q8N983	hsa:84545	84545	MRPL43	 mitochondrial ribosomal protein L43
Q8N999	hsa:91298	91298	C12orf29	 chromosome 12 open reading frame 29
Q8N9A8	hsa:255919	255919	CNEP1R1	 CTD nuclear envelope phosphatase 1 regulatory subunit 1
Q8N9F7	hsa:284161	284161	GDPD1	 glycerophosphodiester phosphodiesterase domain containing 1
Q8N9N2	hsa:51008	51008	ASCC1	 activating signal cointegrator 1 complex subunit 1
Q8N9N5	hsa:54971	54971	BANP	 BTG3 associated nuclear protein
Q8N9N7	hsa:255252	255252	LRRC57	 leucine rich repeat containing 57
Q8N9N8	hsa:84285	84285	EIF1AD	 eukaryotic translation initiation factor 1A domain containing
Q8N9R8	hsa:286205	286205	SCAI	 suppressor of cancer cell invasion
Q8N9T8	hsa:65095	65095	KRI1	 KRI1 homolog
Q8N9V3	hsa:151525	151525	WDSUB1	" WD repeat, sterile alpha motif and U-box domain containing 1"
Q8NAF0	hsa:163033	163033	ZNF579	 zinc finger protein 579
Q8NAN2	hsa:374986	374986	MIGA1	 mitoguardin 1
Q8NAT1	hsa:84892	84892	POMGNT2	" protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)"
Q8NAV1	hsa:84950	84950	PRPF38A	 pre-mRNA processing factor 38A
Q8NB14	hsa:84640	84640	USP38	 ubiquitin specific peptidase 38
Q8NB15	hsa:118472	118472	ZNF511	 zinc finger protein 511
Q8NB37	hsa:347862	347862	GATD1	 glutamine amidotransferase like class 1 domain containing 1
Q8NB46	hsa:283373	283373	ANKRD52	 ankyrin repeat domain 52
Q8NB49	hsa:286410	286410	ATP11C	 ATPase phospholipid transporting 11C
Q8NB78	hsa:221656	221656	KDM1B	 lysine demethylase 1B
Q8NB90	hsa:166378	166378	SPATA5	 spermatogenesis associated 5
Q8NBF2	hsa:374354	374354	NHLRC2	 NHL repeat containing 2
Q8NBF6	hsa:23080	23080	AVL9	 AVL9 cell migration associated
Q8NBI5	hsa:29015	29015	SLC43A3	 solute carrier family 43 member 3
Q8NBI6	hsa:152002	152002	XXYLT1	 xyloside xylosyltransferase 1
Q8NBJ4	hsa:51280	51280	GOLM1	 golgi membrane protein 1
Q8NBJ5	hsa:79709	79709	COLGALT1	 collagen beta(1-O)galactosyltransferase 1
Q8NBJ7	hsa:25870	25870	SUMF2	 sulfatase modifying factor 2
Q8NBK3	hsa:285362	285362	SUMF1	 sulfatase modifying factor 1
Q8NBL1	hsa:56983	56983	POGLUT1	 protein O-glucosyltransferase 1
Q8NBM4	hsa:337867	337867	UBAC2	 UBA domain containing 2
Q8NBM8	hsa:78991	78991	PCYOX1L	 prenylcysteine oxidase 1 like
Q8NBN3	hsa:25963	25963	TMEM87A	 transmembrane protein 87A
Q8NBQ5	hsa:51170	51170	HSD17B11	 hydroxysteroid 17-beta dehydrogenase 11
Q8NBS3	hsa:83959	83959	SLC4A11	 solute carrier family 4 member 11
Q8NBS9	hsa:81567	81567	TXNDC5	 thioredoxin domain containing 5
Q8NBT2	hsa:147841	147841	SPC24	" SPC24, NDC80 kinetochore complex component"
Q8NBU5	hsa:84896	84896	ATAD1	" ATPase family, AAA domain containing 1"
Q8NBW4	hsa:153129	153129	SLC38A9	 solute carrier family 38 member 9
Q8NBX0	hsa:51097	51097	SCCPDH	 saccharopine dehydrogenase (putative)
Q8NBZ0	hsa:283899	283899	INO80E	 INO80 complex subunit E
Q8NBZ7	hsa:80146	80146	UXS1	 UDP-glucuronate decarboxylase 1
Q8NC42	hsa:284996	284996	RNF149	 ring finger protein 149
Q8NC44	hsa:79137	79137	RETREG2	 reticulophagy regulator family member 2
Q8NC51	hsa:26135	26135	SERBP1	 SERPINE1 mRNA binding protein 1
Q8NC54	hsa:56951	56951	C5orf15	 chromosome 5 open reading frame 15
Q8NC56	hsa:221496	221496	LEMD2	 LEM domain containing 2
Q8NC60	hsa:84273	84273	NOA1	 nitric oxide associated 1
Q8NC74	hsa:140893	140893	RBBP8NL	 RBBP8 N-terminal like
Q8NC96	hsa:25977	25977	NECAP1	 NECAP endocytosis associated 1
Q8NCA5	hsa:25940	25940	FAM98A	 family with sequence similarity 98 member A
Q8NCC3	hsa:23659	23659	PLA2G15	 phospholipase A2 group XV
Q8NCD3	hsa:55355	55355	HJURP	 Holliday junction recognition protein
Q8NCE0	hsa:80746	80746	TSEN2	 tRNA splicing endonuclease subunit 2
Q8NCE2	hsa:64419	64419	MTMR14	 myotubularin related protein 14
Q8NCF5	hsa:84901	84901	NFATC2IP	 nuclear factor of activated T-cells 2 interacting protein
Q8NCG7	hsa:221955	221955	DAGLB	 diacylglycerol lipase beta
Q8NCH0	hsa:113189	113189	CHST14	 carbohydrate sulfotransferase 14
Q8NCJ5	hsa:84926	84926	SPRYD3	 SPRY domain containing 3
Q8NCM8	hsa:79659	79659	DYNC2H1	 dynein cytoplasmic 2 heavy chain 1
Q8NCN4	hsa:254225	254225	RNF169	 ring finger protein 169
Q8NCN5	hsa:55066	55066	PDPR	 pyruvate dehydrogenase phosphatase regulatory subunit
Q8NCS4	hsa:100506144	100506144	TMEM35B	 transmembrane protein 35B
Q8NCW5	hsa:128240	128240	NAXE	 NAD(P)HX epimerase
Q8NCW6	hsa:63917	63917	GALNT11	 polypeptide N-acetylgalactosaminyltransferase 11
Q8ND04	hsa:55181	55181	SMG8	" SMG8, nonsense mediated mRNA decay factor"
Q8ND24	hsa:257160	257160	RNF214	 ring finger protein 214
Q8ND25	hsa:84937	84937	ZNRF1	 zinc and ring finger 1
Q8ND30	hsa:8495	8495	PPFIBP2	 PPFIA binding protein 2
Q8ND56	hsa:26065	26065	LSM14A	" LSM14A, mRNA processing body assembly factor"
Q8ND76	hsa:219771	219771	CCNY	 cyclin Y
Q8ND82	hsa:55609	55609	ZNF280C	 zinc finger protein 280C
Q8ND90	hsa:9240	9240	PNMA1	 paraneoplastic Ma antigen 1
Q8NDA8	hsa:727957	727957	MROH1	 maestro heat like repeat family member 1
Q8NDC0	hsa:93487	93487	MAPK1IP1L	 mitogen-activated protein kinase 1 interacting protein 1 like
Q8NDD1	hsa:128061	128061	C1orf131	 chromosome 1 open reading frame 131
Q8NDF8	hsa:64282	64282	PAPD5	" poly(A) RNA polymerase D5, non-canonical"
Q8NDI1	hsa:23301	23301	EHBP1	 EH domain binding protein 1
Q8NDT2	hsa:29890	29890	RBM15B	 RNA binding motif protein 15B
Q8NDX5	hsa:80012	80012	PHC3	 polyhomeotic homolog 3
Q8NDX6	hsa:283337	283337	ZNF740	 zinc finger protein 740
Q8NDZ4	hsa:205428	205428	C3orf58	 chromosome 3 open reading frame 58
Q8NDZ6	hsa:153396	153396	TMEM161B	 transmembrane protein 161B
Q8NE00	hsa:54868	54868	TMEM104	 transmembrane protein 104
Q8NE01	hsa:26505	26505	CNNM3	 cyclin and CBS domain divalent metal cation transport mediator 3
Q8NE22	hsa:133383	133383	SETD9	 SET domain containing 9
Q8NE71	hsa:23	23	ABCF1	 ATP binding cassette subfamily F member 1
Q8NE86	hsa:90550	90550	MCU	 mitochondrial calcium uniporter
Q8NEB9	hsa:5289	5289	PIK3C3	 phosphatidylinositol 3-kinase catalytic subunit type 3
Q8NEC7	hsa:79807	79807	GSTCD	 glutathione S-transferase C-terminal domain containing
Q8NEF3	hsa:153733	153733	CCDC112	 coiled-coil domain containing 112
Q8NEF9	hsa:153443	153443	SRFBP1	 serum response factor binding protein 1
Q8NEJ9	hsa:25983	25983	NGDN	 neuroguidin
Q8NEL9	hsa:80821	80821	DDHD1	 DDHD domain containing 1
Q8NEM2	hsa:79801	79801	SHCBP1	 SHC binding and spindle associated 1
Q8NEM7	hsa:55578	55578	SUPT20H	" SPT20 homolog, SAGA complex component"
Q8NEN9	hsa:118987	118987	PDZD8	 PDZ domain containing 8
Q8NEU8	hsa:55198	55198	APPL2	" adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2"
Q8NEW0	hsa:148867	148867	SLC30A7	 solute carrier family 30 member 7
Q8NEY1	hsa:89796	89796	NAV1	 neuron navigator 1
Q8NEY8	hsa:51535	51535	PPHLN1	 periphilin 1
Q8NEZ2	hsa:137492	137492	VPS37A	" VPS37A, ESCRT-I subunit"
Q8NEZ3	hsa:57728	57728	WDR19	 WD repeat domain 19
Q8NEZ5	hsa:26263	26263	FBXO22	 F-box protein 22
Q8NF37	hsa:79888	79888	LPCAT1	 lysophosphatidylcholine acyltransferase 1
Q8NF64	hsa:83637	83637	ZMIZ2	 zinc finger MIZ-type containing 2
Q8NF91	hsa:23345	23345	SYNE1	 spectrin repeat containing nuclear envelope protein 1
Q8NFA0	hsa:84669	84669	USP32	 ubiquitin specific peptidase 32
Q8NFC6	hsa:259282	259282	BOD1L1	 biorientation of chromosomes in cell division 1 like 1
Q8NFD5	hsa:57492	57492	ARID1B	 AT-rich interaction domain 1B
Q8NFF5	hsa:80308	80308	FLAD1	 flavin adenine dinucleotide synthetase 1
Q8NFG4	hsa:201163	201163	FLCN	 folliculin
Q8NFH3	hsa:348995	348995	NUP43	 nucleoporin 43
Q8NFH4	hsa:79023	79023	NUP37	 nucleoporin 37
Q8NFH5	hsa:129401	129401	NUP35	 nucleoporin 35
Q8NFI3	hsa:64772	64772	ENGASE	 endo-beta-N-acetylglucosaminidase
Q8NFJ5	hsa:9052	9052	GPRC5A	 G protein-coupled receptor class C group 5 member A
Q8NFJ8	hsa:27319	27319	BHLHE22	 basic helix-loop-helix family member e22
Q8NFJ9	hsa:582	582	BBS1	 Bardet-Biedl syndrome 1
Q8NFQ8	hsa:163590	163590	TOR1AIP2	 torsin 1A interacting protein 2
Q8NFT2	hsa:261729	261729	STEAP2	 STEAP2 metalloreductase
Q8NFU3	hsa:100131187	100131187	TSTD1	 thiosulfate sulfurtransferase like domain containing 1
Q8NFU5	hsa:253430	253430	IPMK	 inositol polyphosphate multikinase
Q8NFV4	hsa:83451	83451	ABHD11	 abhydrolase domain containing 11
Q8NFW8	hsa:55907	55907	CMAS	 cytidine monophosphate N-acetylneuraminic acid synthetase
Q8NFZ0	hsa:84893	84893	FBXO18	" F-box protein, helicase, 18"
Q8NFZ8	hsa:199731	199731	CADM4	 cell adhesion molecule 4
Q8NG06	hsa:25893	25893	TRIM58	 tripartite motif containing 58
Q8NG11	hsa:81619	81619	TSPAN14	 tetraspanin 14
Q8NG31	hsa:57082	57082	KNL1	 kinetochore scaffold 1
Q8NG68	hsa:150465	150465	TTL	 tubulin tyrosine ligase
Q8NHG7	hsa:258010	258010	SVIP	 small VCP interacting protein
Q8NHG8	hsa:223082	223082	ZNRF2	 zinc and ring finger 2
Q8NHH9	hsa:64225	64225	ATL2	 atlastin GTPase 2
Q8NHM5	hsa:84678	84678	KDM2B	 lysine demethylase 2B
Q8NHP1	hsa:246181	246181	AKR7L	 aldo-keto reductase family 7 like (gene/pseudogene)
Q8NHP6	hsa:158747	158747	MOSPD2	 motile sperm domain containing 2
Q8NHP8	hsa:196463	196463	PLBD2	 phospholipase B domain containing 2
Q8NHQ8	hsa:11228	11228	RASSF8	 Ras association domain family member 8
Q8NHQ9	hsa:57696	57696	DDX55	 DEAD-box helicase 55
Q8NHS0	hsa:165721	165721	DNAJB8	 DnaJ heat shock protein family (Hsp40) member B8
Q8NHU6	hsa:23424	23424	TDRD7	 tudor domain containing 7
Q8NHV4	hsa:121441	121441	NEDD1	" neural precursor cell expressed, developmentally down-regulated 1"
Q8NHY2	hsa:64326	64326	RFWD2	 ring finger and WD repeat domain 2
Q8NHZ8	hsa:246184	246184	CDC26	 cell division cycle 26
Q8NI08	hsa:135112	135112	NCOA7	 nuclear receptor coactivator 7
Q8NI22	hsa:90411	90411	MCFD2	 multiple coagulation factor deficiency 2
Q8NI27	hsa:57187	57187	THOC2	 THO complex 2
Q8NI36	hsa:134430	134430	WDR36	 WD repeat domain 36
Q8NI37	hsa:160760	160760	PPTC7	 PTC7 protein phosphatase homolog
Q8NI51	hsa:140690	140690	CTCFL	 CCCTC-binding factor like
Q8NI60	hsa:56997	56997	COQ8A	 coenzyme Q8A
Q8NI77	hsa:81930	81930	KIF18A	 kinesin family member 18A
Q8TA86	hsa:6100	6100	RP9	" RP9, pre-mRNA splicing factor"
Q8TAA3	hsa:143471	143471	PSMA8	 proteasome subunit alpha 8
Q8TAA5	hsa:134266	134266	GRPEL2	" GrpE like 2, mitochondrial"
Q8TAA9	hsa:81839	81839	VANGL1	 VANGL planar cell polarity protein 1
Q8TAD4	hsa:64924	64924	SLC30A5	 solute carrier family 30 member 5
Q8TAD7	hsa:387882	387882	C12orf75	 chromosome 12 open reading frame 75
Q8TAD8	hsa:79753	79753	SNIP1	 Smad nuclear interacting protein 1
Q8TAE6	hsa:81706	81706	PPP1R14C	 protein phosphatase 1 regulatory inhibitor subunit 14C
Q8TAE8	hsa:90480	90480	GADD45GIP1	 GADD45G interacting protein 1
Q8TAF3	hsa:57599	57599	WDR48	 WD repeat domain 48
Q8TAG9	hsa:54536	54536	EXOC6	 exocyst complex component 6
Q8TAP6	hsa:79959	79959	CEP76	 centrosomal protein 76
Q8TAP8	hsa:221908	221908	PPP1R35	 protein phosphatase 1 regulatory subunit 35
Q8TAP9	hsa:136647	136647	MPLKIP	 M-phase specific PLK1 interacting protein
Q8TAQ2	hsa:6601	6601	SMARCC2	" SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2"
Q8TAT6	hsa:55666	55666	NPLOC4	" NPL4 homolog, ubiquitin recognition factor"
Q8TAV0	hsa:199870	199870	FAM76A	 family with sequence similarity 76 member A
Q8TB03	hsa:159013	159013	CXorf38	 chromosome X open reading frame 38
Q8TB22	hsa:64847	64847	SPATA20	 spermatogenesis associated 20
Q8TB36	hsa:54332	54332	GDAP1	 ganglioside induced differentiation associated protein 1
Q8TB37	hsa:80224	80224	NUBPL	 nucleotide binding protein like
Q8TB40	hsa:63874	63874	ABHD4	 abhydrolase domain containing 4
Q8TB52	hsa:84085	84085	FBXO30	 F-box protein 30
Q8TB61	hsa:347734	347734	SLC35B2	 solute carrier family 35 member B2
Q8TB72	hsa:23369	23369	PUM2	 pumilio RNA binding family member 2
Q8TB96	hsa:81533	81533	ITFG1	 integrin alpha FG-GAP repeat containing 1
Q8TBA6	hsa:9950	9950	GOLGA5	 golgin A5
Q8TBB5	hsa:54758	54758	KLHDC4	 kelch domain containing 4
Q8TBC3	hsa:92799	92799	SHKBP1	 SH3KBP1 binding protein 1
Q8TBC4	hsa:9039	9039	UBA3	 ubiquitin like modifier activating enzyme 3
Q8TBE9	hsa:140838	140838	NANP	 N-acetylneuraminic acid phosphatase
Q8TBF2	hsa:127281	127281	FAM213B	 family with sequence similarity 213 member B
Q8TBF4	hsa:85437	85437	ZCRB1	 zinc finger CCHC-type and RNA binding motif containing 1
Q8TBM8	hsa:79982	79982	DNAJB14	 DnaJ heat shock protein family (Hsp40) member B14
Q8TBN0	hsa:5866	5866	RAB3IL1	 RAB3A interacting protein like 1
Q8TBP0	hsa:125058	125058	TBC1D16	 TBC1 domain family member 16
Q8TBP6	hsa:55972	55972	SLC25A40	 solute carrier family 25 member 40
Q8TBQ9	hsa:153339	153339	TMEM167A	 transmembrane protein 167A
Q8TBX8	hsa:79837	79837	PIP4K2C	 phosphatidylinositol-5-phosphate 4-kinase type 2 gamma
Q8TBY0	hsa:166863	166863	RBM46	 RNA binding motif protein 46
Q8TBZ3	hsa:91833	91833	WDR20	 WD repeat domain 20
Q8TBZ6	hsa:93587	93587	TRMT10A	 tRNA methyltransferase 10A
Q8TC07	hsa:64786	64786	TBC1D15	 TBC1 domain family member 15
Q8TC12	hsa:51109	51109	RDH11	 retinol dehydrogenase 11 (all-trans/9-cis/11-cis)
Q8TCA0	hsa:55222	55222	LRRC20	 leucine rich repeat containing 20
Q8TCB0	hsa:10561	10561	IFI44	 interferon induced protein 44
Q8TCB7	hsa:131965	131965	METTL6	 methyltransferase like 6
Q8TCC3	hsa:51263	51263	MRPL30	 mitochondrial ribosomal protein L30
Q8TCD5	hsa:30833	30833	NT5C	" 5', 3'-nucleotidase, cytosolic"
Q8TCE6	hsa:404636	404636	FAM45A	 family with sequence similarity 45 member A
Q8TCF1	hsa:79752	79752	ZFAND1	 zinc finger AN1-type containing 1
Q8TCG1	hsa:57650	57650	CIP2A	 cell proliferation regulating inhibitor of protein phosphatase 2A
Q8TCG2	hsa:55300	55300	PI4K2B	 phosphatidylinositol 4-kinase type 2 beta
Q8TCJ2	hsa:201595	201595	STT3B	" STT3B, catalytic subunit of the oligosaccharyltransferase complex"
Q8TCN5	hsa:22847	22847	ZNF507	 zinc finger protein 507
Q8TCS8	hsa:87178	87178	PNPT1	 polyribonucleotide nucleotidyltransferase 1
Q8TCT0	hsa:64781	64781	CERK	 ceramide kinase
Q8TCT8	hsa:84888	84888	SPPL2A	 signal peptide peptidase like 2A
Q8TCT9	hsa:81502	81502	HM13	 histocompatibility minor 13
Q8TCU4	hsa:7840	7840	ALMS1	" ALMS1, centrosome and basal body associated protein"
Q8TCU6	hsa:57580	57580	PREX1	" phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1"
Q8TCX1	hsa:51626	51626	DYNC2LI1	 dynein cytoplasmic 2 light intermediate chain 1
Q8TCY9	hsa:55665	55665	URGCP	 upregulator of cell proliferation
Q8TD16	hsa:23299	23299	BICD2	 BICD cargo adaptor 2
Q8TD19	hsa:91754	91754	NEK9	 NIMA related kinase 9
Q8TD26	hsa:84181	84181	CHD6	 chromodomain helicase DNA binding protein 6
Q8TD30	hsa:84706	84706	GPT2	 glutamic--pyruvic transaminase 2
Q8TD31	hsa:54535	54535	CCHCR1	 coiled-coil alpha-helical rod protein 1
Q8TD43	hsa:54795	54795	TRPM4	 transient receptor potential cation channel subfamily M member 4
Q8TD55	hsa:80301	80301	PLEKHO2	 pleckstrin homology domain containing O2
Q8TD57	hsa:55567	55567	DNAH3	 dynein axonemal heavy chain 3
Q8TDB6	hsa:151636	151636	DTX3L	 deltex E3 ubiquitin ligase 3L
Q8TDD1	hsa:79039	79039	DDX54	 DEAD-box helicase 54
Q8TDH9	hsa:63915	63915	BLOC1S5	 biogenesis of lysosomal organelles complex 1 subunit 5
Q8TDI0	hsa:26038	26038	CHD5	 chromodomain helicase DNA binding protein 5
Q8TDJ6	hsa:23312	23312	DMXL2	 Dmx like 2
Q8TDM0	hsa:55653	55653	BCAS4	 breast carcinoma amplified sequence 4
Q8TDM6	hsa:9231	9231	DLG5	 discs large MAGUK scaffold protein 5
Q8TDN6	hsa:55299	55299	BRIX1	" BRX1, biogenesis of ribosomes"
Q8TDP1	hsa:84153	84153	RNASEH2C	 ribonuclease H2 subunit C
Q8TDQ7	hsa:132789	132789	GNPDA2	 glucosamine-6-phosphate deaminase 2
Q8TDW0	hsa:84230	84230	LRRC8C	 leucine rich repeat containing 8 family member C
Q8TDX7	hsa:140609	140609	NEK7	 NIMA related kinase 7
Q8TDY2	hsa:9821	9821	RB1CC1	 RB1 inducible coiled-coil 1
Q8TDY4	hsa:55616	55616	ASAP3	" ArfGAP with SH3 domain, ankyrin repeat and PH domain 3"
Q8TE02	hsa:23587	23587	ELP5	 elongator acetyltransferase complex subunit 5
Q8TE73	hsa:1767	1767	DNAH5	 dynein axonemal heavy chain 5
Q8TE77	hsa:54961	54961	SSH3	 slingshot protein phosphatase 3
Q8TEA1	hsa:221078	221078	NSUN6	 NOP2/Sun RNA methyltransferase family member 6
Q8TEA7	hsa:93627	93627	TBCK	 TBC1 domain containing kinase
Q8TEA8	hsa:92675	92675	DTD1	 D-tyrosyl-tRNA deacylase 1
Q8TEB1	hsa:80344	80344	DCAF11	 DDB1 and CUL4 associated factor 11
Q8TED0	hsa:84135	84135	UTP15	" UTP15, small subunit processome component"
Q8TED1	hsa:493869	493869	GPX8	 glutathione peroxidase 8 (putative)
Q8TEH3	hsa:57706	57706	DENND1A	 DENN domain containing 1A
Q8TEJ3	hsa:344558	344558	SH3RF3	 SH3 domain containing ring finger 3
Q8TEK3	hsa:84444	84444	DOT1L	 DOT1 like histone lysine methyltransferase
Q8TEL6	hsa:26133	26133	TRPC4AP	 transient receptor potential cation channel subfamily C member 4 associated protein
Q8TEM1	hsa:23225	23225	NUP210	 nucleoporin 210
Q8TEP8	hsa:55125	55125	CEP192	 centrosomal protein 192
Q8TEQ0	hsa:92017	92017	SNX29	 sorting nexin 29
Q8TEQ6	hsa:25929	25929	GEMIN5	 gem nuclear organelle associated protein 5
Q8TEQ8	hsa:84720	84720	PIGO	 phosphatidylinositol glycan anchor biosynthesis class O
Q8TER5	hsa:55701	55701	ARHGEF40	 Rho guanine nucleotide exchange factor 40
Q8TEU7	hsa:51735	51735	RAPGEF6	 Rap guanine nucleotide exchange factor 6
Q8TEV9	hsa:140775	140775	SMCR8	" Smith-Magenis syndrome chromosome region, candidate 8"
Q8TEW0	hsa:56288	56288	PARD3	 par-3 family cell polarity regulator
Q8TEW8	hsa:117583	117583	PARD3B	 par-3 family cell polarity regulator beta
Q8TEX9	hsa:79711	79711	IPO4	 importin 4
Q8TEY7	hsa:23032	23032	USP33	 ubiquitin specific peptidase 33
Q8TF01	hsa:25957	25957	PNISR	 PNN interacting serine and arginine rich protein
Q8TF05	hsa:9989	9989	PPP4R1	 protein phosphatase 4 regulatory subunit 1
Q8TF42	hsa:84959	84959	UBASH3B	 ubiquitin associated and SH3 domain containing B
Q8TF44	hsa:126567	126567	C2CD4C	 C2 calcium dependent domain containing 4C
Q8TF46	hsa:115752	115752	DIS3L	 DIS3 like exosome 3'-5' exoribonuclease
Q8TF68	hsa:171017	171017	ZNF384	 zinc finger protein 384
Q8TF74	hsa:147179	147179	WIPF2	 WAS/WASL interacting protein family member 2
Q8TF76	hsa:83903	83903	HASPIN	 histone H3 associated protein kinase
Q8WTS1	hsa:51099	51099	ABHD5	 abhydrolase domain containing 5
Q8WTS6	hsa:80854	80854	SETD7	 SET domain containing lysine methyltransferase 7
Q8WTT2	hsa:64318	64318	NOC3L	 NOC3 like DNA replication regulator
Q8WTV0	hsa:949	949	SCARB1	 scavenger receptor class B member 1
Q8WTW3	hsa:9382	9382	COG1	 component of oligomeric golgi complex 1
Q8WTX7	hsa:652968	652968	CASTOR1	 cytosolic arginine sensor for mTORC1 subunit 1
Q8WU10	hsa:79912	79912	PYROXD1	 pyridine nucleotide-disulphide oxidoreductase domain 1
Q8WU17	hsa:11236	11236	RNF139	 ring finger protein 139
Q8WU76	hsa:152579	152579	SCFD2	 sec1 family domain containing 2
Q8WU79	hsa:64744	64744	SMAP2	 small ArfGAP2
Q8WU90	hsa:55854	55854	ZC3H15	 zinc finger CCCH-type containing 15
Q8WUA2	hsa:85313	85313	PPIL4	 peptidylprolyl isomerase like 4
Q8WUA4	hsa:2976	2976	GTF3C2	 general transcription factor IIIC subunit 2
Q8WUA7	hsa:25771	25771	TBC1D22A	 TBC1 domain family member 22A
Q8WUB8	hsa:55274	55274	PHF10	 PHD finger protein 10
Q8WUD1	hsa:84932	84932	RAB2B	" RAB2B, member RAS oncogene family"
Q8WUD4	hsa:151903	151903	CCDC12	 coiled-coil domain containing 12
Q8WUF5	hsa:10848	10848	PPP1R13L	 protein phosphatase 1 regulatory subunit 13 like
Q8WUF8	hsa:83989	83989	FAM172A	 family with sequence similarity 172 member A
Q8WUH1	hsa:91612	91612	CHURC1	 churchill domain containing 1
Q8WUH2	hsa:9392	9392	TGFBRAP1	 transforming growth factor beta receptor associated protein 1
Q8WUH6	hsa:90488	90488	TMEM263	 transmembrane protein 263
Q8WUI4	hsa:51564	51564	HDAC7	 histone deacetylase 7
Q8WUJ0	hsa:6815	6815	STYX	 serine/threonine/tyrosine interacting protein
Q8WUK0	hsa:114971	114971	PTPMT1	" protein tyrosine phosphatase, mitochondrial 1"
Q8WUM0	hsa:55746	55746	NUP133	 nucleoporin 133
Q8WUM4	hsa:10015	10015	PDCD6IP	 programmed cell death 6 interacting protein
Q8WUM9	hsa:6574	6574	SLC20A1	 solute carrier family 20 member 1
Q8WUP2	hsa:54751	54751	FBLIM1	 filamin binding LIM protein 1
Q8WUQ7	hsa:58509	58509	CACTIN	" cactin, spliceosome C complex subunit"
Q8WUR7	hsa:123207	123207	C15orf40	 chromosome 15 open reading frame 40
Q8WUU5	hsa:57798	57798	GATAD1	 GATA zinc finger domain containing 1
Q8WUW1	hsa:55845	55845	BRK1	" BRICK1, SCAR/WAVE actin nucleating complex subunit"
Q8WUX2	hsa:494143	494143	CHAC2	 ChaC cation transport regulator homolog 2
Q8WUX9	hsa:91782	91782	CHMP7	 charged multivesicular body protein 7
Q8WUY1	hsa:51337	51337	THEM6	 thioesterase superfamily member 6
Q8WUY8	hsa:57106	57106	NAT14	 N-acetyltransferase 14 (putative)
Q8WUZ0	hsa:9274	9274	BCL7C	 BCL tumor suppressor 7C
